wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,fund_research,discuss_GW,gender,age_category,generation,educ_category,income_category,race,party,party_x_ideo,registered_voter,region9,region4,religion,house_size,house_ages18plus,house_own
Jan 2010,2010,Yes,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Strongly support,Somewhat support,Occasionally,Male,55+ years,Baby Boomers (1946 - 1964),High school,"Less than $50,000","White, Non-Hispanic",Democrat,Moderate/Conservative Democrat,Registered,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),1.0,1.0,Occupied without payment of rent
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat worried,A moderate amount,A moderate amount,A moderate amount,A great deal,A great deal,They are being harmed now,Somewhat support,Strongly support,Rarely,Female,18-34 years,Millennials (1981 - 1996),Some college,"$100,000 or more","White, Non-Hispanic",Democrat,Liberal Democrat,Registered,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),3.0,2.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused by human activities and natural changes,Most scientists think global warming is happening,Not very worried,Only a little,Only a little,A great deal,A moderate amount,A moderate amount,They are being harmed now,Somewhat support,Somewhat support,Occasionally,Male,55+ years,Silent (1928 - 1945),Some college,"$50,000 to $99,999","White, Non-Hispanic",Independent,Moderate/Conservative Democrat,Registered,Pacific,West,"Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)",2.0,2.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Very worried,A moderate amount,A great deal,A great deal,A great deal,A great deal,They are being harmed now,Strongly support,Strongly support,Often,Male,55+ years,Silent (1928 - 1945),Bachelor's degree or higher,"$100,000 or more","White, Non-Hispanic",Independent,Liberal Democrat,Registered,Pacific,West,"Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)",2.0,2.0,Owned by you or someone in your household
Jan 2010,2010,No,Caused mostly by natural changes in the environment,Most scientists think global warming is not happening,Not at all worried,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Strongly oppose,Strongly support,Occasionally,Male,35-54 years,Generation X (1965 - 1980),Some college,"$50,000 to $99,999","White, Non-Hispanic",Republican,Conservative Republican,Registered,Pacific,West,Pentecostal,4.0,2.0,Owned by you or someone in your household
Jan 2010,2010,No,Caused mostly by natural changes in the environment,Most scientists think global warming is not happening,Not at all worried,Not at all,Not at all,Only a little,Only a little,Only a little,Never,Strongly oppose,Strongly support,Rarely,Male,35-54 years,Generation X (1965 - 1980),Bachelor's degree or higher,"Less than $50,000","White, Non-Hispanic",Republican,Conservative Republican,Registered,Pacific,West,Other Christian,3.0,2.0,Rented
Jan 2010,2010,Don't know,Caused mostly by human activities,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat worried,Don't know,A moderate amount,A moderate amount,A great deal,A great deal,They are being harmed now,Somewhat support,Somewhat support,Occasionally,Male,18-34 years,Millennials (1981 - 1996),High school,"$50,000 to $99,999","White, Non-Hispanic",No party/not interested in politics,No Party/Not Interested in politics,Registered,Pacific,West,Catholic,6.0,3.0,Rented
Jan 2010,2010,Don't know,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat worried,Don't know,Don't know,Don't know,Don't know,Don't know,In 10 years,Somewhat support,Somewhat support,Never,Female,35-54 years,Generation X (1965 - 1980),Some college,"Less than $50,000","White, Non-Hispanic",No party/not interested in politics,No Party/Not Interested in politics,Not sure,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),6.0,3.0,Rented
Jan 2010,2010,Yes,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Very worried,A great deal,Only a little,A great deal,A moderate amount,A great deal,In 25 years,Strongly support,Somewhat oppose,Rarely,Male,18-34 years,Millennials (1981 - 1996),High school,"Less than $50,000",Hispanic,No party/not interested in politics,No Party/Not Interested in politics,Not sure,Pacific,West,Catholic,4.0,3.0,Rented
Jan 2010,2010,No,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,Not at all,Not at all,Not at all,Not at all,Not at all,Never,Somewhat support,Strongly support,Occasionally,Female,55+ years,Baby Boomers (1946 - 1964),Some college,"$50,000 to $99,999","White, Non-Hispanic",Independent,Independent (Non-Leaning),Registered,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),2.0,2.0,Owned by you or someone in your household
Jan 2010,2010,Don't know,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,Not at all,A moderate amount,A moderate amount,A moderate amount,A moderate amount,In 50 years,Strongly oppose,Strongly support,Rarely,Female,35-54 years,Baby Boomers (1946 - 1964),Some college,"$50,000 to $99,999","White, Non-Hispanic",Independent,Independent (Non-Leaning),Registered,Pacific,West,Other Christian,5.0,4.0,Owned by you or someone in your household
Jan 2010,2010,Don't know,Caused by human activities and natural changes,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,In 50 years,Somewhat oppose,Strongly support,Rarely,Female,35-54 years,Baby Boomers (1946 - 1964),Bachelor's degree or higher,"Less than $50,000","Other, Non-Hispanic",Independent,Independent (Non-Leaning),Registered,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),2.0,1.0,Rented
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat worried,Only a little,Only a little,Only a little,A great deal,A moderate amount,In 25 years,Somewhat support,Somewhat support,Occasionally,Male,55+ years,Baby Boomers (1946 - 1964),Bachelor's degree or higher,"$100,000 or more","White, Non-Hispanic",Democrat,Liberal Democrat,Registered,Pacific,West,"Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)",6.0,3.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Not at all worried,Not at all,Not at all,Not at all,Only a little,Only a little,In 100 years,Somewhat support,Strongly support,Rarely,Male,35-54 years,Generation X (1965 - 1980),Some college,"$50,000 to $99,999","Other, Non-Hispanic",Independent,Moderate/Conservative Democrat,Registered,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),2.0,2.0,Rented
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat worried,A moderate amount,A great deal,A great deal,A great deal,A great deal,In 25 years,Somewhat oppose,Somewhat support,Rarely,Female,35-54 years,Generation X (1965 - 1980),Less than high school,"$50,000 to $99,999",Hispanic,No party/not interested in politics,No Party/Not Interested in politics,Not registered,Pacific,West,Catholic,6.0,3.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat worried,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,They are being harmed now,Strongly support,Somewhat support,Occasionally,Female,55+ years,Baby Boomers (1946 - 1964),Bachelor's degree or higher,"$50,000 to $99,999","White, Non-Hispanic",Democrat,Liberal Democrat,Registered,Pacific,West,Jewish,3.0,2.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is not happening,Somewhat worried,Only a little,Only a little,Only a little,Only a little,A great deal,In 50 years,Somewhat support,Somewhat support,Occasionally,Male,35-54 years,Baby Boomers (1946 - 1964),Bachelor's degree or higher,"$100,000 or more","White, Non-Hispanic",Democrat,Liberal Democrat,Registered,Pacific,West,None of the Above (Apr 2014 on); None (Nov 2008 - Dec 2013),2.0,2.0,Rented
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Very worried,A great deal,A great deal,A great deal,A great deal,A great deal,They are being harmed now,Strongly support,Strongly support,Occasionally,Female,55+ years,Silent (1928 - 1945),Less than high school,"Less than $50,000","White, Non-Hispanic",Democrat,Moderate/Conservative Democrat,Registered,Pacific,West,Catholic,1.0,1.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by human activities,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat worried,A great deal,A great deal,A great deal,A great deal,A great deal,In 25 years,Strongly support,Strongly oppose,Occasionally,Female,35-54 years,Generation X (1965 - 1980),Bachelor's degree or higher,"Less than $50,000","Other, Non-Hispanic",Independent,Moderate/Conservative Democrat,Registered,Pacific,West,Catholic,1.0,1.0,Occupied without payment of rent
Jan 2010,2010,Don't know,Caused by human activities and natural changes,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,In 100 years,Strongly oppose,Somewhat oppose,Never,Female,35-54 years,Generation X (1965 - 1980),High school,"$100,000 or more","White, Non-Hispanic",Republican,Conservative Republican,Registered,Pacific,West,Catholic,5.0,3.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by human activities,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,Not at all,A moderate amount,A moderate amount,A great deal,A great deal,In 50 years,Strongly support,Somewhat support,Rarely,Female,55+ years,Silent (1928 - 1945),Some college,"$50,000 to $99,999","White, Non-Hispanic",Independent,Liberal/Moderate Republican,Registered,Pacific,West,"Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)",1.0,1.0,Owned by you or someone in your household
Jan 2010,2010,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Very worried,A moderate amount,A great deal,A great deal,A great deal,A great deal,They are being harmed now,Strongly support,Strongly support,Occasionally,Male,35-54 years,Baby Boomers (1946 - 1964),Bachelor's degree or higher,"$100,000 or more","White, Non-Hispanic",Democrat,Moderate/Conservative Democrat,Registered,Pacific,West,Jewish,2.0,2.0,Rented
Jan 2010,2010,No,Caused mostly by natural changes in the environment,Don't know enough to say,Not at all worried,Don't know,Don't know,Don't know,Don't know,Don't know,In 100 years,Somewhat support,Somewhat support,Occasionally,Female,55+ years,Baby Boomers (1946 - 1964),Bachelor's degree or higher,"Less than $50,000","White, Non-Hispanic",Republican,Conservative Republican,Registered,Pacific,West,"Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)",2.0,2.0,Rented
Jan 2010,2010,No,Other (Please specify),There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,A moderate amount,A moderate amount,A great deal,A moderate amount,A moderate amount,Never,Somewhat support,Strongly support,Never,Male,55+ years,Silent (1928 - 1945),Bachelor's degree or higher,"$100,000 or more",Hispanic,Democrat,Moderate/Conservative Democrat,Registered,Pacific,West,Catholic,8.0,7.0,Owned by you or someone in your household
Jan 2010,2010,Don't know,Caused mostly by natural changes in the environment,There is a lot of disagreement among scientists about whether or not global warming is happening,Not very worried,Only a little,Only a little,Only a little,A moderate amount,A moderate amount,In 25 years,Strongly support,Strongly support,Rarely,Female,55+ years,Greatest (Before 1928),High school,"$50,000 to $99,999","White, Non-Hispanic",Independent,Moderate/Conservative Democrat,Registered,Pacific,West,Catholic,1.0,1.0,Owned by you or someone in your household
